RowNames,EM,PE,USHY,AI,BND
1999-10-31,0.053224573,0.055564113,-0.013462073,0.020675299,-0.004854037
1999-11-30,0.079135865,0.020687919,0.005066675,0.079522107,0.001470416
1999-12-31,0.139165841,0.057019424,-0.000996827,0.057564884,-0.003462442
2000-01-31,-0.040394671,-0.048990572,-0.012765859,0.025762131,-0.008994238
2000-02-29,0.106117909,0.012377297,0.005110396,0.053979543,0.003329193
2000-03-31,0.000550463,0.071914557,-0.02163609,-0.001675327,0.008685429
2000-04-30,-0.004316246,-0.040507783,-0.004042389,0.033067567,-0.00470196
2000-05-31,-0.022597623,-0.034063946,-0.018330175,-0.025093413,-0.00578195
2000-06-30,-0.008248872,0.011844266,0.001878322,-0.020320214,0.002592085
2000-07-31,0.000279413,-0.01772505,0.006148628,0.032041258,-0.001529606
2000-08-31,0.013239469,0.071231417,0.004128173,0.058300231,-0.002840379
2000-09-30,-0.046426549,-0.050128342,-0.013320131,0.004092516,0.00421229
2000-10-31,0.024262442,-0.021597236,-0.039852122,0.035227611,0.001673766
2000-11-30,-0.065088151,-0.096737778,-0.044304262,-0.034195148,0.009237444
2000-12-31,-0.012820972,0.007257986,0.012774994,-0.055698441,0.010681077
2001-01-31,0.012157122,0.02542542,0.054764138,0.018687496,0.008490135
2001-02-28,-0.091423402,-0.104256779,0.003579647,0.01090417,0.002173392
2001-03-31,-0.041723827,-0.076835983,-0.029834644,0.036232873,0.004612438
2001-04-30,0.072788003,0.082885951,-0.010416738,-0.008545179,-0.012262634
2001-05-31,-0.02983659,0.00464899,0.014428091,0.048543785,-0.000414584
2001-06-30,-0.042604066,-0.019424161,-0.027377003,-0.003781806,0.006000176
2001-07-31,-0.031030381,-0.003760833,0.009045665,-0.041107867,0.008004187
